epoch,time(s),train_loss,test_loss,test_error(%)
001,00093,6.002707,3.52979,84.16
002,00088,5.549844,3.05445,76.06
003,00090,5.214823,2.66337,66.94
004,00088,5.111046,2.53510,64.80
005,00088,4.741762,2.30305,57.95
006,00088,4.681996,2.26331,57.30
007,00088,4.569719,1.97516,51.88
008,00088,4.676591,2.05369,53.26
009,00089,4.430646,1.90795,50.04
010,00088,4.485514,1.87868,49.19
011,00089,4.446396,1.76703,45.88
012,00089,4.302457,1.79173,46.45
013,00088,4.585773,1.70598,44.98
014,00088,4.245548,1.69529,44.41
015,00088,4.200398,1.77418,46.63
016,00100,4.153454,1.70533,43.51
017,00088,4.201391,1.66875,43.74
018,00088,4.190119,1.78015,45.40
019,00089,4.168142,1.66330,44.49
020,00088,4.145751,1.63964,43.27
021,00088,4.224661,1.74616,44.58
022,00088,4.138208,1.67969,43.31
023,00088,4.247481,1.61960,42.51
024,00088,4.144321,1.58188,41.31
025,00089,4.188734,1.56164,41.36
026,00088,4.219148,1.58896,42.71
027,00089,4.219070,1.55394,40.27
028,00088,4.228538,1.61851,42.05
029,00088,4.149081,1.48765,39.04
030,00088,4.043117,1.49542,39.37
031,00088,3.980874,1.49742,39.71
032,00088,4.180293,1.57482,41.55
033,00088,4.051628,1.48689,38.62
034,00088,4.188063,1.58856,40.67
035,00089,3.891439,1.58313,40.32
036,00088,3.997744,1.44843,38.18
037,00089,3.880276,1.44823,37.77
038,00088,3.967536,1.37803,36.28
039,00089,3.970556,1.46324,38.46
040,00089,4.003065,1.60243,41.28
041,00088,3.889470,1.44614,37.68
042,00088,3.928952,1.45293,38.35
043,00088,3.888646,1.45399,38.06
044,00088,3.834761,1.37987,36.47
045,00089,3.913414,1.41503,36.86
046,00088,3.800759,1.38048,36.16
047,00088,3.918308,1.37600,36.12
048,00088,3.837715,1.40368,36.26
049,00088,3.818687,1.45428,37.66
050,00088,3.923245,1.34876,35.05
051,00088,3.822281,1.35595,34.96
052,00088,3.887391,1.37410,35.51
053,00088,4.000793,1.31247,34.52
054,00088,3.790513,1.32268,34.62
055,00088,3.803865,1.24733,32.81
056,00088,3.801270,1.33656,34.52
057,00088,3.761748,1.35224,34.92
058,00088,3.786300,1.34256,34.49
059,00088,3.703523,1.20073,31.56
060,00088,3.714794,1.19313,31.20
061,00089,3.710681,1.24740,32.37
062,00088,3.703318,1.21264,31.83
063,00088,3.562878,1.17211,30.37
064,00089,3.681187,1.23103,32.28
065,00089,3.609075,1.17564,30.70
066,00088,3.708923,1.22725,31.85
067,00088,3.594753,1.18063,30.08
068,00088,3.553342,1.20529,30.99
069,00088,3.548516,1.14286,29.88
070,00088,3.438868,1.09514,28.72
071,00088,3.439968,1.07036,28.10
072,00088,3.537512,1.06936,28.20
073,00088,3.422454,1.12833,28.87
074,00088,3.348327,1.11600,28.32
075,00089,3.317973,1.13647,28.80
076,00089,3.400823,1.11044,28.45
077,00088,3.418499,1.05207,26.85
078,00088,3.249837,1.04960,26.73
079,00088,3.351473,1.04044,26.83
080,00089,3.265526,1.05766,26.96
081,00088,3.214353,1.04185,26.13
082,00088,3.249405,1.03877,26.54
083,00088,3.213966,1.01050,26.20
084,00088,3.090856,1.01220,25.80
085,00088,3.251784,1.01215,25.33
086,00088,3.198234,1.00625,25.23
087,00088,3.038189,0.99660,25.08
088,00088,3.171198,0.99466,24.85
089,00088,3.092716,1.01583,25.07
090,00088,3.050632,0.99450,24.60
091,00088,3.129864,0.98042,24.43
092,00088,3.143288,0.98822,24.49
093,00088,3.111457,1.01954,25.00
094,00088,3.039729,0.96815,23.99
095,00088,3.008592,0.96796,23.82
096,00088,3.063765,0.97667,23.86
097,00089,2.955970,0.98589,24.16
098,00088,2.972395,0.96996,23.78
099,00089,3.042466,1.02872,25.09
100,00088,3.112014,0.97428,23.78
