epoch,time(s),train_loss,test_loss,test_error(%)
001,00410,4.398152,2.12202,45.26
002,00140,4.409489,2.15421,45.66
003,00144,4.235152,2.05118,44.01
004,00137,4.156791,2.13634,45.72
005,00139,4.091862,2.04104,43.79
006,00141,4.242705,2.02716,44.24
007,00143,4.122473,1.98471,43.23
008,00142,4.132273,2.02965,43.91
009,00148,4.130649,2.00686,43.55
010,00147,4.077188,1.99696,43.58
