epoch,time(s),train_loss,test_loss,test_error(%)
001,00009,1.223287,0.03678,1.18
002,00010,1.243580,0.03593,1.15
003,00010,1.221425,0.03074,1.02
004,00011,1.216094,0.02921,0.95
005,00010,1.190261,0.02822,0.94
