epoch,time(s),train_loss,test_loss,test_error(%)
001,00012,1.211959,0.03434,1.15
002,00011,1.212632,0.03149,1.01
003,00012,1.208861,0.03031,1.09
004,00012,1.191170,0.02709,0.91
005,00012,1.221104,0.02604,0.92
