epoch,time(s),train_loss,test_loss,test_error(%)
001,00028,1.058849,1.40772,44.46
002,00027,0.920856,0.98873,33.14
003,00027,0.766809,0.80193,26.84
004,00027,0.662955,0.74550,25.04
005,00027,0.612873,0.67202,22.47
006,00027,0.579554,0.57993,19.91
007,00027,0.627627,0.61839,20.72
008,00027,0.580141,0.71002,23.15
009,00027,0.590075,0.56149,18.91
010,00027,0.488893,0.62153,20.21
011,00027,0.541468,0.56548,18.21
012,00027,0.515700,0.55452,18.79
013,00027,0.506894,0.52629,17.91
014,00027,0.531251,0.64907,20.54
015,00027,0.464916,0.52370,17.29
016,00027,0.532675,0.50693,17.30
017,00027,0.451706,0.47555,16.17
018,00027,0.469427,0.58383,19.23
019,00027,0.472898,0.54715,17.95
020,00027,0.508175,0.49000,16.09
021,00027,0.462057,0.49274,16.63
022,00027,0.472739,0.45724,15.74
023,00027,0.408400,0.50173,16.36
024,00027,0.428406,0.39111,13.20
025,00027,0.431612,0.48710,16.18
026,00027,0.477071,0.46545,15.05
027,00027,0.373922,0.42918,14.18
028,00027,0.472367,0.42786,14.47
029,00027,0.397426,0.52839,17.38
030,00027,0.410247,0.40703,13.64
031,00027,0.389923,0.49177,16.16
032,00027,0.394583,0.47791,15.44
033,00027,0.372420,0.43817,14.19
034,00027,0.379189,0.38925,12.87
035,00027,0.409637,0.40224,13.32
036,00027,0.379627,0.43230,14.36
037,00027,0.388729,0.43703,14.05
038,00027,0.361915,0.44831,14.76
039,00027,0.415799,0.41678,13.61
040,00027,0.384126,0.46232,14.80
041,00027,0.359982,0.38156,12.75
042,00027,0.386601,0.56188,17.17
043,00027,0.338144,0.50777,16.41
044,00027,0.379283,0.43598,13.82
045,00027,0.344417,0.42923,13.79
046,00027,0.378486,0.41561,13.19
047,00027,0.345010,0.36139,11.91
048,00027,0.340760,0.39076,13.03
049,00027,0.318901,0.37553,12.26
050,00027,0.325305,0.39445,12.89
051,00027,0.322429,0.40220,12.46
052,00027,0.291168,0.36130,11.88
053,00027,0.314619,0.41965,13.22
054,00027,0.334916,0.42458,13.08
055,00027,0.277403,0.45392,13.88
056,00027,0.324507,0.35827,11.40
057,00027,0.261712,0.34705,11.29
058,00027,0.275673,0.36899,12.35
059,00027,0.261557,0.32202,10.39
060,00027,0.314517,0.40155,12.54
061,00027,0.280549,0.32729,10.84
062,00027,0.291549,0.35838,11.22
063,00027,0.260038,0.34194,10.97
064,00027,0.219313,0.32685,10.26
065,00027,0.197157,0.29928,9.37
066,00027,0.261268,0.30219,9.53
067,00027,0.244866,0.32034,10.21
068,00027,0.212913,0.27369,9.19
069,00027,0.185628,0.28526,8.96
070,00027,0.198646,0.28043,8.90
071,00027,0.199824,0.31153,10.05
072,00027,0.183258,0.26739,8.33
073,00027,0.186967,0.27333,8.37
074,00027,0.174533,0.34093,9.64
075,00027,0.169998,0.27028,8.39
076,00027,0.149647,0.28400,8.59
077,00027,0.142590,0.28861,8.75
078,00027,0.148585,0.25416,7.65
079,00027,0.101180,0.26271,7.78
080,00027,0.111804,0.25802,7.96
081,00027,0.139545,0.25980,8.02
082,00027,0.103602,0.26578,7.80
083,00027,0.101203,0.25535,7.56
084,00027,0.104317,0.25448,7.50
085,00027,0.087789,0.24243,7.08
086,00027,0.109493,0.24720,7.05
087,00027,0.072359,0.22928,6.87
088,00027,0.093181,0.23376,6.90
089,00027,0.063657,0.23722,7.00
090,00027,0.075243,0.24161,6.83
091,00027,0.070955,0.23275,6.65
092,00027,0.045747,0.24035,6.86
093,00027,0.043355,0.22552,6.59
094,00027,0.071972,0.22950,6.54
095,00027,0.060505,0.22892,6.55
096,00027,0.047521,0.22887,6.59
097,00027,0.049295,0.22930,6.46
098,00027,0.059337,0.22885,6.63
099,00027,0.063172,0.23341,6.56
100,00027,0.036364,0.22739,6.55
