epoch,time(s),train_loss,test_loss,test_error(%)
001,01116,1.187110,0.09030,1.83
002,00957,1.186672,0.08865,1.81
003,00976,1.183456,0.08639,1.82
004,00983,1.193829,0.08703,1.79
005,00983,1.205184,0.08786,1.80
