epoch,time(s),train_loss,test_loss,test_error(%)
001,00508,1.206084,0.09959,2.23
002,00507,1.222651,0.09581,2.09
003,00507,1.206597,0.09581,2.14
004,00507,1.218792,0.09454,2.11
005,00506,1.193685,0.09449,2.05
